job_title,employer_name,job_publisher,job_employment_type,job_apply_link,job_city,job_google_link
"Citrix Developer || Washington, DC (Onsite/Hybrid)",Compunnel Inc.,LinkedIn,Contractor,https://www.linkedin.com/jobs/view/citrix-developer-washington-dc-onsite-hybrid-at-compunnel-inc-4233838620?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Washington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DkauenTq2j4sw3exJAAAAAA%3D%3D&vssid=jobs-detail-viewer
Full Stack Developer Jobs,Leidos,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8277219/full-stack-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Washington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D2XCnPEMYy7xHCeFcAAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Frontend Developer,"Pioneering Evolution, LLC",LinkedIn,Full-time,https://www.linkedin.com/jobs/view/senior-frontend-developer-at-pioneering-evolution-llc-4238019250?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D-lBv-YFUdBlNAwHgAAAAAA%3D%3D&vssid=jobs-detail-viewer
"Senior Lead Software Engineer, Back End (Enterprise Platforms Technology)",Capital One,LinkedIn,Internship,https://www.linkedin.com/jobs/view/senior-lead-software-engineer-back-end-enterprise-platforms-technology-at-capital-one-4235472363?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Washington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DTCDIFx1OPVHFJNC0AAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Front-End Developer Jobs,Two Six Technologies,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8302956/senior-front-end-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3Ds1shSBhlqnQnyJEMAAAAAA%3D%3D&vssid=jobs-detail-viewer
Software Engineer (508 Compliance SME),Saliense Consulting LLC,Indeed,Full-time,https://www.indeed.com/viewjob?jk=050d23e920399bbb&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DEeGopROX07SlRldeAAAAAA%3D%3D&vssid=jobs-detail-viewer
Software Dev Engineer II,Amazon,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/software-dev-engineer-ii-at-amazon-4132244495?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DUs8-__hW7hohwwvvAAAAAA%3D%3D&vssid=jobs-detail-viewer
Associate Web Developer,Alarm.com,Indeed,Full-time,https://www.indeed.com/viewjob?jk=c8673e1ffc7f7661&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Tysons,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DjmvpjfiKEnujSySqAAAAAA%3D%3D&vssid=jobs-detail-viewer
Software Developer Jobs,steampunk,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8369797/software-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,McLean,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DvKBtqyFrzrQyCj57AAAAAA%3D%3D&vssid=jobs-detail-viewer
Programmer,"CALIBRE Systems, Inc.",LinkedIn,Full-time,https://www.linkedin.com/jobs/view/programmer-at-calibre-systems-inc-4236878389?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Alexandria,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DkN2_SEkaszqwzImyAAAAAA%3D%3D&vssid=jobs-detail-viewer
Back End Software Engineer Secret Clearance,AG Grace Inc,Indeed,Full-time,https://www.indeed.com/viewjob?jk=b543aa501c825634&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Alexandria,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D-7b2p7ANrq26S5RbAAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Frontend Developer,"WhirlWind Technologies, LLC",LinkedIn,Full-time,https://www.linkedin.com/jobs/view/senior-frontend-developer-at-whirlwind-technologies-llc-4172327502?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Oxon Hill,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3Di-MVyVfNr9CXL0-DAAAAAA%3D%3D&vssid=jobs-detail-viewer
ServiceNow Developer Jobs,BAE Systems,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8353770/servicenow-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D39zPYsASOeSv82UzAAAAAA%3D%3D&vssid=jobs-detail-viewer
FAA - Mid-Level Software Engineer with Security Clearance,ClearanceJobs,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/faa-mid-level-software-engineer-with-security-clearance-at-clearancejobs-4237221751?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Washington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3Db1a6kLvXnhybSbyPAAAAAA%3D%3D&vssid=jobs-detail-viewer
Front End Developer Jobs,Maxar Technologies Holdings Inc,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8344355/front-end-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,McLean,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D21uyrfa0t1i74cdlAAAAAA%3D%3D&vssid=jobs-detail-viewer
Technical Consultant - Software Application Developer,Saliense Consulting LLC,Indeed,Full-time,https://www.indeed.com/viewjob?jk=997575df429489ba&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DzcYMutpSQ-hVXkZJAAAAAA%3D%3D&vssid=jobs-detail-viewer
Mid-Level Full Stack Developer,IBM,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/mid-level-full-stack-developer-at-ibm-4204045321?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DqR1HS8_tLLg4QBYwAAAAAA%3D%3D&vssid=jobs-detail-viewer
Web Developer Jobs,Golden Tech Systems Inc.,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8124110/web-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Falls Church,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DFCQbTvZT4hoa5iABAAAAAA%3D%3D&vssid=jobs-detail-viewer
Junior Software Developer Intern,Prescient Edge Federal,Indeed,Internship,https://www.indeed.com/viewjob?jk=e8f2c2b558f7407b&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,McLean,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D9uYQGnSy8c1PLRrgAAAAAA%3D%3D&vssid=jobs-detail-viewer
Mainframe Developer ( 10+yrs exp - Need Local or near by state only ),Visionary Innovative Technology Solutions LLC,LinkedIn,Contractor,https://www.linkedin.com/jobs/view/mainframe-developer-10%2Byrs-exp-need-local-or-near-by-state-only-at-visionary-innovative-technology-solutions-llc-4237434292?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,McLean,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3Dmfuk1Fooxhd4dd1KAAAAAA%3D%3D&vssid=jobs-detail-viewer
ABAP Developer,Vinsys Information Technology Inc,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/abap-developer-at-vinsys-information-technology-inc-4239728124?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Bethesda,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DyiCYmSx5pV04oDQOAAAAAA%3D%3D&vssid=jobs-detail-viewer
Principal Full Stack Developer,Leidos,Leidos Careers,Full-time,https://careers.leidos.com/jobs/15638235-principal-full-stack-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Reston,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DJbm2nWMBQSJjAQg0AAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Computer Network Operations (CNO) Developer,Battelle,Battelle Careers,Full-time,https://jobs.battelle.org/us/en/job/75418/Senior-Computer-Network-Operations-CNO-Developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Fort Meade,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DdfhI065tja8KkK03AAAAAA%3D%3D&vssid=jobs-detail-viewer
Salesforce Developer Professional,Freddie Mac,Freddie Mac Careers,Full-time,https://careers.freddiemac.com/us/en/job/JR15536/Salesforce-Developer-Professional?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,McLean,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D97arr6NVG_TjQO4iAAAAAA%3D%3D&vssid=jobs-detail-viewer
Full stack developer (Python and React),Jobs via Dice,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/full-stack-developer-python-and-react-at-jobs-via-dice-4238826601?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Vienna,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DyOzxP33j-O5oFve6AAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Software Developer Jobs,TekSynap,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/7365423/senior-software-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Columbia,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DHGBAfGgQYWMzZui9AAAAAA%3D%3D&vssid=jobs-detail-viewer
Junior AI/ML Software Developer,"Paradyme, a CATHEXIS Company",LinkedIn,Full-time,https://www.linkedin.com/jobs/view/junior-ai-ml-software-developer-at-paradyme-a-cathexis-company-4238852177?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Tysons,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D3Q2CCWNzK3G1jumHAAAAAA%3D%3D&vssid=jobs-detail-viewer
SR SERVICE NOW DEVELOPER,"Enterprise Solutions, Inc.","Enterprise Solutions, Inc.",Full-time,https://jobs.enterprisesolutioninc.com/SR-SERVICE-NOW-DEVELOPER-Jobs-in-Laurel-MD-MD/12275386?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Laurel,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3Dr3oe5tvHl4vh0yEAAAAAAA%3D%3D&vssid=jobs-detail-viewer
Developer 1,"KMM Technologies, Inc.",LinkedIn,Contractor,https://www.linkedin.com/jobs/view/developer-1-at-kmm-technologies-inc-4241528496?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Herndon,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DookxboB5rM_NAhjWAAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Cyber Capability Developer (Reverse Engineer),Leidos,Leidos Careers,Full-time,https://careers.leidos.com/jobs/15849953-senior-cyber-capability-developer-reverse-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Lorton,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3Dd67_03ehwBTyg5LVAAAAAA%3D%3D&vssid=jobs-detail-viewer
Appian Developer,Lancesoft,ZipRecruiter,Full-time,"https://www.ziprecruiter.com/c/Lancesoft/Job/Appian-Developer/-in-Fort-Belvoir,VA?jid=5bbcb6122558bb02&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Fort Belvoir,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DQACW_i43w0aJAfHVAAAAAA%3D%3D&vssid=jobs-detail-viewer
Mid-Level Software Developer,Fusion Technology LLC,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/mid-level-software-developer-at-fusion-technology-llc-4232193912?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D2LlGVq0kOuZic0uXAAAAAA%3D%3D&vssid=jobs-detail-viewer
"Full Stack Web Developer at Orpheus, Inc. Reston, VA","Orpheus, Inc.",Smooth Dental & Orthodontics,Full-time,https://smoothdentalsantaana.com/wp-job/job/full-stack-web-developer-at-orpheus-inc-reston-va-bTF2SFBGL2xaUWZjc0FqaEVTbXdGWm9HRWc9PQ==?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Reston,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DYHyArEreUi5hUI0gAAAAAA%3D%3D&vssid=jobs-detail-viewer
Sharepoint Developer Jobs,Mission Services LLC (MSI),Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8275035/sharepoint-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Washington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D5G5ooaCg6al9eOX4AAAAAA%3D%3D&vssid=jobs-detail-viewer
Applications Developer,Kavaliro,Kavaliro,Full-time,https://jobs.kavaliro.com/Applications-Developer-Jobs-in-Chantilly-VA/12240053?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Chantilly,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DXuLGkf1ZPf7QrRJsAAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Cybersecurity Software Development Engineer,Secmation,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/senior-cybersecurity-software-development-engineer-at-secmation-4237266259?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DLV4rdywYoqIxT_F7AAAAAA%3D%3D&vssid=jobs-detail-viewer
Frontend Web Developer (GUI),Robotic Research LLC,ZipRecruiter,Full-time,"https://www.ziprecruiter.com/c/Robotic-Research-LLC/Job/Frontend-Web-Developer-(GUI)/-in-Clarksburg,MD?jid=be7183d91911f26e&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Clarksburg,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DjW9mmfyTor4ohKxEAAAAAA%3D%3D&vssid=jobs-detail-viewer
Developer II,"KMM Technologies, Inc.",LinkedIn,Full-time,https://www.linkedin.com/jobs/view/developer-ii-at-kmm-technologies-inc-4241529210?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Reston,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DNrC7hY0GZC8cjjYQAAAAAA%3D%3D&vssid=jobs-detail-viewer
Python Analytic Software Developer,Leidos,Legal Jobs - MSBA Career Center,Full-time,https://msba-jobs.careerwebsite.com/job/python-analytic-software-developer/78410754/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Odenton,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D3v-MUcZf1-N7UFXxAAAAAA%3D%3D&vssid=jobs-detail-viewer
"Federal Consultant, PowerBI Developer Jobs",Lynch Consultants LLC,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8370112/federal-consultant-powerbi-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D2g0NKwhSK95rBg0-AAAAAA%3D%3D&vssid=jobs-detail-viewer
.Net Developer Jobs,CGI,Security Clearance Jobs,Full-time,https://www.clearancejobs.com/jobs/8265566/net-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Arlington,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D1KIwF57NQz3r1LKEAAAAAA%3D%3D&vssid=jobs-detail-viewer
"Scientific Software Developer (DC, NoVA)",Stellar Science,Indeed,Full-time,https://www.indeed.com/viewjob?jk=e8364310d28cf876&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Tysons,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DMykPMcZWn2713KD3AAAAAA%3D%3D&vssid=jobs-detail-viewer
Developer Virtual Platforms,Ericsson,LinkedIn,Full-time,https://www.linkedin.com/jobs/view/developer-virtual-platforms-at-ericsson-4223380929?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Silver Spring,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3D_xQRfEdfVqxcdnDyAAAAAA%3D%3D&vssid=jobs-detail-viewer
Full Stack Developer,Leidos,ZipRecruiter,Full-time,"https://www.ziprecruiter.com/c/Leidos/Job/Full-Stack-Developer/-in-Lorton,VA?jid=c8de3df7c2d39415&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Lorton,https://www.google.com/search?q=jobs&gl=us&hl=en&udm=8#vhid=vt%3D20/docid%3DqJ_Gqvh3H0UEjCskAAAAAA%3D%3D&vssid=jobs-detail-viewer
